(0.402415,0.598138,1.216673)
(0.105029,0.767636,0.923488)

(-1.665904,1.298023,0.734780)
(-0.929130,1.117578,0.682541)

(0.494065,1.852371,0.569756)
(0.150854,1.394752,0.600029)

(0.000000,0.000000,0.000000)
(-0.096178,0.468566,0.315151)

(-0.192356,0.937133,0.630302)
(-0.192356,0.937133,0.630302)

